Financial Benchmarks India Pvt Ltd,,,,
Reference Rates,,,,
Date,Time,Currency Pairs,Rate,Comments
18-Jun-24,1:30:00 PM,INR / 1 USD,83.4817,
18-Jun-24,1:30:00 PM,INR / 1 GBP,105.9644,
18-Jun-24,1:30:00 PM,INR / 1 EUR,89.5358,
18-Jun-24,1:30:00 PM,INR / 100 JPY,52.88,
14-Jun-24,1:30:00 PM,INR / 1 USD,83.5458,
14-Jun-24,1:30:00 PM,INR / 1 GBP,106.3694,
14-Jun-24,1:30:00 PM,INR / 1 EUR,89.5505,
14-Jun-24,1:30:00 PM,INR / 100 JPY,52.89,
13-Jun-24,1:30:00 PM,INR / 1 USD,83.5469,
13-Jun-24,1:30:00 PM,INR / 1 GBP,106.7724,
13-Jun-24,1:30:00 PM,INR / 1 EUR,90.2741,
13-Jun-24,1:30:00 PM,INR / 100 JPY,53.17,
12-Jun-24,1:30:00 PM,INR / 1 USD,83.5645,
12-Jun-24,1:30:00 PM,INR / 1 GBP,106.513,
12-Jun-24,1:30:00 PM,INR / 1 EUR,89.7901,
12-Jun-24,1:30:00 PM,INR / 100 JPY,53.15,
11-Jun-24,1:30:00 PM,INR / 1 USD,83.5054,
11-Jun-24,1:30:00 PM,INR / 1 GBP,106.2645,
11-Jun-24,1:30:00 PM,INR / 1 EUR,89.9325,
11-Jun-24,1:30:00 PM,INR / 100 JPY,53.09,
10-Jun-24,1:30:00 PM,INR / 1 USD,83.4919,
10-Jun-24,1:30:00 PM,INR / 1 GBP,106.1366,
10-Jun-24,1:30:00 PM,INR / 1 EUR,89.7788,
10-Jun-24,1:30:00 PM,INR / 100 JPY,53.14,
07-Jun-24,1:30:00 PM,INR / 1 USD,83.4257,
07-Jun-24,1:30:00 PM,INR / 1 GBP,106.6631,
07-Jun-24,1:30:00 PM,INR / 1 EUR,90.8439,
07-Jun-24,1:30:00 PM,INR / 100 JPY,53.72,
06-Jun-24,1:30:00 PM,INR / 1 USD,83.4649,
06-Jun-24,1:30:00 PM,INR / 1 GBP,106.7794,
06-Jun-24,1:30:00 PM,INR / 1 EUR,90.807,
06-Jun-24,1:30:00 PM,INR / 100 JPY,53.47,
05-Jun-24,1:30:00 PM,INR / 1 USD,83.3898,
05-Jun-24,1:30:00 PM,INR / 1 GBP,106.456,
05-Jun-24,1:30:00 PM,INR / 1 EUR,90.6747,
05-Jun-24,1:30:00 PM,INR / 100 JPY,53.53,
04-Jun-24,1:30:00 PM,INR / 1 USD,83.5021,
04-Jun-24,1:30:00 PM,INR / 1 GBP,106.8621,
04-Jun-24,1:30:00 PM,INR / 1 EUR,91.0195,
04-Jun-24,1:30:00 PM,INR / 100 JPY,53.52,
03-Jun-24,1:30:00 PM,INR / 1 USD,83.0659,
03-Jun-24,1:30:00 PM,INR / 1 GBP,105.7977,
03-Jun-24,1:30:00 PM,INR / 1 EUR,90.1542,
03-Jun-24,1:30:00 PM,INR / 100 JPY,52.81,
31-May-24,1:30:00 PM,INR / 1 USD,83.2988,
31-May-24,1:30:00 PM,INR / 1 GBP,105.9283,
31-May-24,1:30:00 PM,INR / 1 EUR,90.121,
31-May-24,1:30:00 PM,INR / 100 JPY,53.08,
30-May-24,1:30:00 PM,INR / 1 USD,83.4231,
30-May-24,1:30:00 PM,INR / 1 GBP,105.8673,
30-May-24,1:30:00 PM,INR / 1 EUR,90.0508,
30-May-24,1:30:00 PM,INR / 100 JPY,53.18,
29-May-24,1:30:00 PM,INR / 1 USD,83.327,
29-May-24,1:30:00 PM,INR / 1 GBP,106.3203,
29-May-24,1:30:00 PM,INR / 1 EUR,90.4226,
29-May-24,1:30:00 PM,INR / 100 JPY,53.04,
28-May-24,1:30:00 PM,INR / 1 USD,83.1644,
28-May-24,1:30:00 PM,INR / 1 GBP,106.2253,
28-May-24,1:30:00 PM,INR / 1 EUR,90.4468,
28-May-24,1:30:00 PM,INR / 100 JPY,53.02,
27-May-24,1:30:00 PM,INR / 1 USD,83.0838,
27-May-24,1:30:00 PM,INR / 1 GBP,105.8277,
27-May-24,1:30:00 PM,INR / 1 EUR,90.1132,
27-May-24,1:30:00 PM,INR / 100 JPY,52.98,
24-May-24,1:30:00 PM,INR / 1 USD,83.1219,
24-May-24,1:30:00 PM,INR / 1 GBP,105.5039,
24-May-24,1:30:00 PM,INR / 1 EUR,89.893,
24-May-24,1:30:00 PM,INR / 100 JPY,52.92,
22-May-24,1:30:00 PM,INR / 1 USD,83.2301,
22-May-24,1:30:00 PM,INR / 1 GBP,106.1062,
22-May-24,1:30:00 PM,INR / 1 EUR,90.3879,
22-May-24,1:30:00 PM,INR / 100 JPY,53.21,
21-May-24,1:30:00 PM,INR / 1 USD,83.3614,
21-May-24,1:30:00 PM,INR / 1 GBP,106.0007,
21-May-24,1:30:00 PM,INR / 1 EUR,90.5505,
21-May-24,1:30:00 PM,INR / 100 JPY,53.35,
17-May-24,1:30:00 PM,INR / 1 USD,83.4815,
17-May-24,1:30:00 PM,INR / 1 GBP,105.7226,
17-May-24,1:30:00 PM,INR / 1 EUR,90.6832,
17-May-24,1:30:00 PM,INR / 100 JPY,53.63,
16-May-24,1:30:00 PM,INR / 1 USD,83.5011,
16-May-24,1:30:00 PM,INR / 1 GBP,105.861,
16-May-24,1:30:00 PM,INR / 1 EUR,90.8342,
16-May-24,1:30:00 PM,INR / 100 JPY,54.15,
15-May-24,1:30:00 PM,INR / 1 USD,83.5092,
15-May-24,1:30:00 PM,INR / 1 GBP,105.1587,
15-May-24,1:30:00 PM,INR / 1 EUR,90.3926,
15-May-24,1:30:00 PM,INR / 100 JPY,53.41,
14-May-24,1:30:00 PM,INR / 1 USD,83.5201,
14-May-24,1:30:00 PM,INR / 1 GBP,104.8767,
14-May-24,1:30:00 PM,INR / 1 EUR,90.0825,
14-May-24,1:30:00 PM,INR / 100 JPY,53.37,
13-May-24,1:30:00 PM,INR / 1 USD,83.5234,
13-May-24,1:30:00 PM,INR / 1 GBP,104.6431,
13-May-24,1:30:00 PM,INR / 1 EUR,89.9792,
13-May-24,1:30:00 PM,INR / 100 JPY,53.6,
10-May-24,1:30:00 PM,INR / 1 USD,83.4946,
10-May-24,1:30:00 PM,INR / 1 GBP,104.6928,
10-May-24,1:30:00 PM,INR / 1 EUR,90.0133,
10-May-24,1:30:00 PM,INR / 100 JPY,53.66,
09-May-24,1:30:00 PM,INR / 1 USD,83.4976,
09-May-24,1:30:00 PM,INR / 1 GBP,104.2089,
09-May-24,1:30:00 PM,INR / 1 EUR,89.6675,
09-May-24,1:30:00 PM,INR / 100 JPY,53.6,
08-May-24,1:30:00 PM,INR / 1 USD,83.5147,
08-May-24,1:30:00 PM,INR / 1 GBP,104.3177,
08-May-24,1:30:00 PM,INR / 1 EUR,89.7549,
08-May-24,1:30:00 PM,INR / 100 JPY,53.81,
07-May-24,1:30:00 PM,INR / 1 USD,83.5015,
07-May-24,1:30:00 PM,INR / 1 GBP,104.7198,
07-May-24,1:30:00 PM,INR / 1 EUR,89.8287,
07-May-24,1:30:00 PM,INR / 100 JPY,54.06,
06-May-24,1:30:00 PM,INR / 1 USD,83.4725,
06-May-24,1:30:00 PM,INR / 1 GBP,104.7836,
06-May-24,1:30:00 PM,INR / 1 EUR,89.8309,
06-May-24,1:30:00 PM,INR / 100 JPY,54.28,
03-May-24,1:30:00 PM,INR / 1 USD,83.3795,
03-May-24,1:30:00 PM,INR / 1 GBP,104.6174,
03-May-24,1:30:00 PM,INR / 1 EUR,89.5007,
03-May-24,1:30:00 PM,INR / 100 JPY,54.45,
02-May-24,1:30:00 PM,INR / 1 USD,83.4526,
02-May-24,1:30:00 PM,INR / 1 GBP,104.585,
02-May-24,1:30:00 PM,INR / 1 EUR,89.4818,
02-May-24,1:30:00 PM,INR / 100 JPY,53.73,
30-Apr-24,1:30:00 PM,INR / 1 USD,83.5187,
30-Apr-24,1:30:00 PM,INR / 1 GBP,104.6411,
30-Apr-24,1:30:00 PM,INR / 1 EUR,89.3405,
30-Apr-24,1:30:00 PM,INR / 100 JPY,53.25,
29-Apr-24,1:30:00 PM,INR / 1 USD,83.4392,
29-Apr-24,1:30:00 PM,INR / 1 GBP,104.556,
29-Apr-24,1:30:00 PM,INR / 1 EUR,89.4607,
29-Apr-24,1:30:00 PM,INR / 100 JPY,53.13,
26-Apr-24,1:30:00 PM,INR / 1 USD,83.3395,
26-Apr-24,1:30:00 PM,INR / 1 GBP,104.256,
26-Apr-24,1:30:00 PM,INR / 1 EUR,89.4288,
26-Apr-24,1:30:00 PM,INR / 100 JPY,53.43,
25-Apr-24,1:30:00 PM,INR / 1 USD,83.3758,
25-Apr-24,1:30:00 PM,INR / 1 GBP,104.182,
25-Apr-24,1:30:00 PM,INR / 1 EUR,89.4072,
25-Apr-24,1:30:00 PM,INR / 100 JPY,53.57,
24-Apr-24,1:30:00 PM,INR / 1 USD,83.2987,
24-Apr-24,1:30:00 PM,INR / 1 GBP,103.688,
24-Apr-24,1:30:00 PM,INR / 1 EUR,89.1124,
24-Apr-24,1:30:00 PM,INR / 100 JPY,53.77,
23-Apr-24,1:30:00 PM,INR / 1 USD,83.3765,
23-Apr-24,1:30:00 PM,INR / 1 GBP,102.8772,
23-Apr-24,1:30:00 PM,INR / 1 EUR,88.7387,
23-Apr-24,1:30:00 PM,INR / 100 JPY,53.87,
22-Apr-24,1:30:00 PM,INR / 1 USD,83.4113,
22-Apr-24,1:30:00 PM,INR / 1 GBP,103.2977,
22-Apr-24,1:30:00 PM,INR / 1 EUR,88.9698,
22-Apr-24,1:30:00 PM,INR / 100 JPY,53.9,
19-Apr-24,1:30:00 PM,INR / 1 USD,83.5214,
19-Apr-24,1:30:00 PM,INR / 1 GBP,103.7959,
19-Apr-24,1:30:00 PM,INR / 1 EUR,88.8874,
19-Apr-24,1:30:00 PM,INR / 100 JPY,54.09,
18-Apr-24,1:30:00 PM,INR / 1 USD,83.517,
18-Apr-24,1:30:00 PM,INR / 1 GBP,104.2476,
18-Apr-24,1:30:00 PM,INR / 1 EUR,89.2736,
18-Apr-24,1:30:00 PM,INR / 100 JPY,54.18,
16-Apr-24,1:30:00 PM,INR / 1 USD,83.4982,
16-Apr-24,1:30:00 PM,INR / 1 GBP,103.6719,
16-Apr-24,1:30:00 PM,INR / 1 EUR,88.5593,
16-Apr-24,1:30:00 PM,INR / 100 JPY,54.04,
15-Apr-24,1:30:00 PM,INR / 1 USD,83.4422,
15-Apr-24,1:30:00 PM,INR / 1 GBP,104.0697,
15-Apr-24,1:30:00 PM,INR / 1 EUR,88.9071,
15-Apr-24,1:30:00 PM,INR / 100 JPY,54.25,
12-Apr-24,1:30:00 PM,INR / 1 USD,83.3931,
12-Apr-24,1:30:00 PM,INR / 1 GBP,104.4243,
12-Apr-24,1:30:00 PM,INR / 1 EUR,89.1261,
12-Apr-24,1:30:00 PM,INR / 100 JPY,54.42,
10-Apr-24,1:30:00 PM,INR / 1 USD,83.2253,
10-Apr-24,1:30:00 PM,INR / 1 GBP,105.5186,
10-Apr-24,1:30:00 PM,INR / 1 EUR,90.2945,
10-Apr-24,1:30:00 PM,INR / 100 JPY,54.83,
08-Apr-24,1:30:00 PM,INR / 1 USD,83.3176,
08-Apr-24,1:30:00 PM,INR / 1 GBP,105.2324,
08-Apr-24,1:30:00 PM,INR / 1 EUR,90.2535,
08-Apr-24,1:30:00 PM,INR / 100 JPY,54.88,
05-Apr-24,1:30:00 PM,INR / 1 USD,83.4073,
05-Apr-24,1:30:00 PM,INR / 1 GBP,105.2367,
05-Apr-24,1:30:00 PM,INR / 1 EUR,90.3068,
05-Apr-24,1:30:00 PM,INR / 100 JPY,55.15,
04-Apr-24,1:30:00 PM,INR / 1 USD,83.4475,
04-Apr-24,1:30:00 PM,INR / 1 GBP,105.6011,
04-Apr-24,1:30:00 PM,INR / 1 EUR,90.4927,
04-Apr-24,1:30:00 PM,INR / 100 JPY,55.02,
03-Apr-24,1:30:00 PM,INR / 1 USD,83.4204,
03-Apr-24,1:30:00 PM,INR / 1 GBP,104.8733,
03-Apr-24,1:30:00 PM,INR / 1 EUR,89.8499,
03-Apr-24,1:30:00 PM,INR / 100 JPY,55.01,
02-Apr-24,1:30:00 PM,INR / 1 USD,83.3585,
02-Apr-24,1:30:00 PM,INR / 1 GBP,104.5805,
02-Apr-24,1:30:00 PM,INR / 1 EUR,89.447,
02-Apr-24,1:30:00 PM,INR / 100 JPY,54.94,
28-Mar-24,1:30:00 PM,INR / 1 USD,83.3739,
28-Mar-24,1:30:00 PM,INR / 1 GBP,105.2935,
28-Mar-24,1:30:00 PM,INR / 1 EUR,90.2178,
28-Mar-24,1:30:00 PM,INR / 100 JPY,55.09,
27-Mar-24,1:30:00 PM,INR / 1 USD,83.3255,
27-Mar-24,1:30:00 PM,INR / 1 GBP,105.1329,
27-Mar-24,1:30:00 PM,INR / 1 EUR,90.2243,
27-Mar-24,1:30:00 PM,INR / 100 JPY,54.92,
26-Mar-24,1:30:00 PM,INR / 1 USD,83.3559,
26-Mar-24,1:30:00 PM,INR / 1 GBP,105.4535,
26-Mar-24,1:30:00 PM,INR / 1 EUR,90.4334,
26-Mar-24,1:30:00 PM,INR / 100 JPY,55.08,
22-Mar-24,1:30:00 PM,INR / 1 USD,83.3546,
22-Mar-24,1:30:00 PM,INR / 1 GBP,105.2485,
22-Mar-24,1:30:00 PM,INR / 1 EUR,90.2625,
22-Mar-24,1:30:00 PM,INR / 100 JPY,55.05,
21-Mar-24,1:30:00 PM,INR / 1 USD,83.1308,
21-Mar-24,1:30:00 PM,INR / 1 GBP,106.3614,
21-Mar-24,1:30:00 PM,INR / 1 EUR,90.9118,
21-Mar-24,1:30:00 PM,INR / 100 JPY,55.06,
20-Mar-24,1:30:00 PM,INR / 1 USD,83.1022,
20-Mar-24,1:30:00 PM,INR / 1 GBP,105.6988,
20-Mar-24,1:30:00 PM,INR / 1 EUR,90.3077,
20-Mar-24,1:30:00 PM,INR / 100 JPY,54.83,
19-Mar-24,1:30:00 PM,INR / 1 USD,82.9401,
19-Mar-24,1:30:00 PM,INR / 1 GBP,105.4135,
19-Mar-24,1:30:00 PM,INR / 1 EUR,90.1321,
19-Mar-24,1:30:00 PM,INR / 100 JPY,55.17,
18-Mar-24,1:30:00 PM,INR / 1 USD,82.9078,
18-Mar-24,1:30:00 PM,INR / 1 GBP,105.5847,
18-Mar-24,1:30:00 PM,INR / 1 EUR,90.2755,
18-Mar-24,1:30:00 PM,INR / 100 JPY,55.59,
15-Mar-24,1:30:00 PM,INR / 1 USD,82.8919,
15-Mar-24,1:30:00 PM,INR / 1 GBP,105.5877,
15-Mar-24,1:30:00 PM,INR / 1 EUR,90.1676,
15-Mar-24,1:30:00 PM,INR / 100 JPY,55.9,
14-Mar-24,1:30:00 PM,INR / 1 USD,82.8709,
14-Mar-24,1:30:00 PM,INR / 1 GBP,106.0228,
14-Mar-24,1:30:00 PM,INR / 1 EUR,90.6624,
14-Mar-24,1:30:00 PM,INR / 100 JPY,56.03,
13-Mar-24,1:30:00 PM,INR / 1 USD,82.9027,
13-Mar-24,1:30:00 PM,INR / 1 GBP,106.0618,
13-Mar-24,1:30:00 PM,INR / 1 EUR,90.5933,
13-Mar-24,1:30:00 PM,INR / 100 JPY,56.19,
12-Mar-24,1:30:00 PM,INR / 1 USD,82.745,
12-Mar-24,1:30:00 PM,INR / 1 GBP,106.0581,
12-Mar-24,1:30:00 PM,INR / 1 EUR,90.5054,
12-Mar-24,1:30:00 PM,INR / 100 JPY,56.14,
11-Mar-24,1:30:00 PM,INR / 1 USD,82.677,
11-Mar-24,1:30:00 PM,INR / 1 GBP,106.2383,
11-Mar-24,1:30:00 PM,INR / 1 EUR,90.4442,
11-Mar-24,1:30:00 PM,INR / 100 JPY,56.25,
07-Mar-24,1:30:00 PM,INR / 1 USD,82.7785,
07-Mar-24,1:30:00 PM,INR / 1 GBP,105.4085,
07-Mar-24,1:30:00 PM,INR / 1 EUR,90.233,
07-Mar-24,1:30:00 PM,INR / 100 JPY,55.7,
06-Mar-24,1:30:00 PM,INR / 1 USD,82.9078,
06-Mar-24,1:30:00 PM,INR / 1 GBP,105.3349,
06-Mar-24,1:30:00 PM,INR / 1 EUR,90.0113,
06-Mar-24,1:30:00 PM,INR / 100 JPY,55.31,
05-Mar-24,1:30:00 PM,INR / 1 USD,82.9271,
05-Mar-24,1:30:00 PM,INR / 1 GBP,105.1355,
05-Mar-24,1:30:00 PM,INR / 1 EUR,89.9687,
05-Mar-24,1:30:00 PM,INR / 100 JPY,55.09,
04-Mar-24,1:30:00 PM,INR / 1 USD,82.8954,
04-Mar-24,1:30:00 PM,INR / 1 GBP,104.9815,
04-Mar-24,1:30:00 PM,INR / 1 EUR,89.9028,
04-Mar-24,1:30:00 PM,INR / 100 JPY,55.13,
01-Mar-24,1:30:00 PM,INR / 1 USD,82.8702,
01-Mar-24,1:30:00 PM,INR / 1 GBP,104.6474,
01-Mar-24,1:30:00 PM,INR / 1 EUR,89.5766,
01-Mar-24,1:30:00 PM,INR / 100 JPY,55.11,
29-Feb-24,1:30:00 PM,INR / 1 USD,82.9246,
29-Feb-24,1:30:00 PM,INR / 1 GBP,105.0317,
29-Feb-24,1:30:00 PM,INR / 1 EUR,89.8621,
29-Feb-24,1:30:00 PM,INR / 100 JPY,55.36,
28-Feb-24,1:30:00 PM,INR / 1 USD,82.9155,
28-Feb-24,1:30:00 PM,INR / 1 GBP,104.9826,
28-Feb-24,1:30:00 PM,INR / 1 EUR,89.7842,
28-Feb-24,1:30:00 PM,INR / 100 JPY,55.05,
27-Feb-24,1:30:00 PM,INR / 1 USD,82.8915,
27-Feb-24,1:30:00 PM,INR / 1 GBP,105.102,
27-Feb-24,1:30:00 PM,INR / 1 EUR,89.9395,
27-Feb-24,1:30:00 PM,INR / 100 JPY,55.07,
26-Feb-24,1:30:00 PM,INR / 1 USD,82.8856,
26-Feb-24,1:30:00 PM,INR / 1 GBP,104.9951,
26-Feb-24,1:30:00 PM,INR / 1 EUR,89.7192,
26-Feb-24,1:30:00 PM,INR / 100 JPY,55.1,
23-Feb-24,1:30:00 PM,INR / 1 USD,82.8865,
23-Feb-24,1:30:00 PM,INR / 1 GBP,104.9531,
23-Feb-24,1:30:00 PM,INR / 1 EUR,89.7114,
23-Feb-24,1:30:00 PM,INR / 100 JPY,55.03,
22-Feb-24,1:30:00 PM,INR / 1 USD,82.924,
22-Feb-24,1:30:00 PM,INR / 1 GBP,104.8828,
22-Feb-24,1:30:00 PM,INR / 1 EUR,89.8692,
22-Feb-24,1:30:00 PM,INR / 100 JPY,55.2,
21-Feb-24,1:30:00 PM,INR / 1 USD,82.8851,
21-Feb-24,1:30:00 PM,INR / 1 GBP,104.6784,
21-Feb-24,1:30:00 PM,INR / 1 EUR,89.6115,
21-Feb-24,1:30:00 PM,INR / 100 JPY,55.25,
20-Feb-24,1:30:00 PM,INR / 1 USD,82.9704,
20-Feb-24,1:30:00 PM,INR / 1 GBP,104.4216,
20-Feb-24,1:30:00 PM,INR / 1 EUR,89.358,
20-Feb-24,1:30:00 PM,INR / 100 JPY,55.17,
16-Feb-24,1:30:00 PM,INR / 1 USD,83.0375,
16-Feb-24,1:30:00 PM,INR / 1 GBP,104.48,
16-Feb-24,1:30:00 PM,INR / 1 EUR,89.35,
16-Feb-24,1:30:00 PM,INR / 100 JPY,55.26,
15-Feb-24,1:30:00 PM,INR / 1 USD,83.0119,
15-Feb-24,1:30:00 PM,INR / 1 GBP,104.3249,
15-Feb-24,1:30:00 PM,INR / 1 EUR,89.064,
15-Feb-24,1:30:00 PM,INR / 100 JPY,55.27,
14-Feb-24,1:30:00 PM,INR / 1 USD,83.0864,
14-Feb-24,1:30:00 PM,INR / 1 GBP,104.7659,
14-Feb-24,1:30:00 PM,INR / 1 EUR,89.0553,
14-Feb-24,1:30:00 PM,INR / 100 JPY,55.22,
13-Feb-24,1:30:00 PM,INR / 1 USD,83.019,
13-Feb-24,1:30:00 PM,INR / 1 GBP,104.7473,
13-Feb-24,1:30:00 PM,INR / 1 EUR,89.3893,
13-Feb-24,1:30:00 PM,INR / 100 JPY,55.53,
12-Feb-24,1:30:00 PM,INR / 1 USD,82.9954,
12-Feb-24,1:30:00 PM,INR / 1 GBP,104.8298,
12-Feb-24,1:30:00 PM,INR / 1 EUR,89.572,
12-Feb-24,1:30:00 PM,INR / 100 JPY,55.63,
09-Feb-24,1:30:00 PM,INR / 1 USD,82.9995,
09-Feb-24,1:30:00 PM,INR / 1 GBP,104.7144,
09-Feb-24,1:30:00 PM,INR / 1 EUR,89.4037,
09-Feb-24,1:30:00 PM,INR / 100 JPY,55.55,
08-Feb-24,1:30:00 PM,INR / 1 USD,82.9762,
08-Feb-24,1:30:00 PM,INR / 1 GBP,104.7862,
08-Feb-24,1:30:00 PM,INR / 1 EUR,89.4694,
08-Feb-24,1:30:00 PM,INR / 100 JPY,55.81,
07-Feb-24,1:30:00 PM,INR / 1 USD,82.9765,
07-Feb-24,1:30:00 PM,INR / 1 GBP,104.5769,
07-Feb-24,1:30:00 PM,INR / 1 EUR,89.2943,
07-Feb-24,1:30:00 PM,INR / 100 JPY,56.05,
06-Feb-24,1:30:00 PM,INR / 1 USD,83.0629,
06-Feb-24,1:30:00 PM,INR / 1 GBP,104.2545,
06-Feb-24,1:30:00 PM,INR / 1 EUR,89.3009,
06-Feb-24,1:30:00 PM,INR / 100 JPY,55.96,
05-Feb-24,1:30:00 PM,INR / 1 USD,83.0284,
05-Feb-24,1:30:00 PM,INR / 1 GBP,104.7315,
05-Feb-24,1:30:00 PM,INR / 1 EUR,89.5245,
05-Feb-24,1:30:00 PM,INR / 100 JPY,55.98,
02-Feb-24,1:30:00 PM,INR / 1 USD,82.8406,
02-Feb-24,1:30:00 PM,INR / 1 GBP,105.6334,
02-Feb-24,1:30:00 PM,INR / 1 EUR,90.1322,
02-Feb-24,1:30:00 PM,INR / 100 JPY,56.58,
01-Feb-24,1:30:00 PM,INR / 1 USD,82.9553,
01-Feb-24,1:30:00 PM,INR / 1 GBP,105.0977,
01-Feb-24,1:30:00 PM,INR / 1 EUR,89.6105,
01-Feb-24,1:30:00 PM,INR / 100 JPY,56.47,
31-Jan-24,1:30:00 PM,INR / 1 USD,83.0805,
31-Jan-24,1:30:00 PM,INR / 1 GBP,105.3084,
31-Jan-24,1:30:00 PM,INR / 1 EUR,89.8826,
31-Jan-24,1:30:00 PM,INR / 100 JPY,56.2,
30-Jan-24,1:30:00 PM,INR / 1 USD,83.119,
30-Jan-24,1:30:00 PM,INR / 1 GBP,105.6138,
30-Jan-24,1:30:00 PM,INR / 1 EUR,89.9625,
30-Jan-24,1:30:00 PM,INR / 100 JPY,56.42,
29-Jan-24,1:30:00 PM,INR / 1 USD,83.1494,
29-Jan-24,1:30:00 PM,INR / 1 GBP,105.6624,
29-Jan-24,1:30:00 PM,INR / 1 EUR,90.1655,
29-Jan-24,1:30:00 PM,INR / 100 JPY,56.2,
25-Jan-24,1:30:00 PM,INR / 1 USD,83.1155,
25-Jan-24,1:30:00 PM,INR / 1 GBP,105.6542,
25-Jan-24,1:30:00 PM,INR / 1 EUR,90.4175,
25-Jan-24,1:30:00 PM,INR / 100 JPY,56.23,
24-Jan-24,1:30:00 PM,INR / 1 USD,83.1457,
24-Jan-24,1:30:00 PM,INR / 1 GBP,105.615,
24-Jan-24,1:30:00 PM,INR / 1 EUR,90.33,
24-Jan-24,1:30:00 PM,INR / 100 JPY,56.21,
23-Jan-24,1:30:00 PM,INR / 1 USD,83.1029,
23-Jan-24,1:30:00 PM,INR / 1 GBP,105.8399,
23-Jan-24,1:30:00 PM,INR / 1 EUR,90.6027,
23-Jan-24,1:30:00 PM,INR / 100 JPY,56.11,
19-Jan-24,1:30:00 PM,INR / 1 USD,83.1338,
19-Jan-24,1:30:00 PM,INR / 1 GBP,105.5622,
19-Jan-24,1:30:00 PM,INR / 1 EUR,90.4457,
19-Jan-24,1:30:00 PM,INR / 100 JPY,55.9,
18-Jan-24,1:30:00 PM,INR / 1 USD,83.1243,
18-Jan-24,1:30:00 PM,INR / 1 GBP,105.539,
18-Jan-24,1:30:00 PM,INR / 1 EUR,90.6376,
18-Jan-24,1:30:00 PM,INR / 100 JPY,56.23,
17-Jan-24,1:30:00 PM,INR / 1 USD,83.131,
17-Jan-24,1:30:00 PM,INR / 1 GBP,104.7379,
17-Jan-24,1:30:00 PM,INR / 1 EUR,90.2531,
17-Jan-24,1:30:00 PM,INR / 100 JPY,56.23,
16-Jan-24,1:30:00 PM,INR / 1 USD,82.9774,
16-Jan-24,1:30:00 PM,INR / 1 GBP,105.2369,
16-Jan-24,1:30:00 PM,INR / 1 EUR,90.6108,
16-Jan-24,1:30:00 PM,INR / 100 JPY,56.79,
15-Jan-24,1:30:00 PM,INR / 1 USD,82.853,
15-Jan-24,1:30:00 PM,INR / 1 GBP,105.6641,
15-Jan-24,1:30:00 PM,INR / 1 EUR,90.84,
15-Jan-24,1:30:00 PM,INR / 100 JPY,57.03,
12-Jan-24,1:30:00 PM,INR / 1 USD,82.9881,
12-Jan-24,1:30:00 PM,INR / 1 GBP,106.0051,
12-Jan-24,1:30:00 PM,INR / 1 EUR,91.0922,
12-Jan-24,1:30:00 PM,INR / 100 JPY,57.18,
11-Jan-24,1:30:00 PM,INR / 1 USD,82.9415,
11-Jan-24,1:30:00 PM,INR / 1 GBP,105.9285,
11-Jan-24,1:30:00 PM,INR / 1 EUR,91.1135,
11-Jan-24,1:30:00 PM,INR / 100 JPY,57.02,
10-Jan-24,1:30:00 PM,INR / 1 USD,83.1548,
10-Jan-24,1:30:00 PM,INR / 1 GBP,105.5767,
10-Jan-24,1:30:00 PM,INR / 1 EUR,90.8965,
10-Jan-24,1:30:00 PM,INR / 100 JPY,57.4,
09-Jan-24,1:30:00 PM,INR / 1 USD,83.1289,
09-Jan-24,1:30:00 PM,INR / 1 GBP,105.919,
09-Jan-24,1:30:00 PM,INR / 1 EUR,91.0544,
09-Jan-24,1:30:00 PM,INR / 100 JPY,57.75,
08-Jan-24,1:30:00 PM,INR / 1 USD,83.0687,
08-Jan-24,1:30:00 PM,INR / 1 GBP,105.5842,
08-Jan-24,1:30:00 PM,INR / 1 EUR,90.8932,
08-Jan-24,1:30:00 PM,INR / 100 JPY,57.59,
05-Jan-24,1:30:00 PM,INR / 1 USD,83.176,
05-Jan-24,1:30:00 PM,INR / 1 GBP,105.3574,
05-Jan-24,1:30:00 PM,INR / 1 EUR,90.8803,
05-Jan-24,1:30:00 PM,INR / 100 JPY,57.26,
04-Jan-24,1:30:00 PM,INR / 1 USD,83.3002,
04-Jan-24,1:30:00 PM,INR / 1 GBP,105.5552,
04-Jan-24,1:30:00 PM,INR / 1 EUR,90.9944,
04-Jan-24,1:30:00 PM,INR / 100 JPY,57.99,
03-Jan-24,1:30:00 PM,INR / 1 USD,83.3242,
03-Jan-24,1:30:00 PM,INR / 1 GBP,105.2774,
03-Jan-24,1:30:00 PM,INR / 1 EUR,91.2811,
03-Jan-24,1:30:00 PM,INR / 100 JPY,58.65,
02-Jan-24,1:30:00 PM,INR / 1 USD,83.3282,
02-Jan-24,1:30:00 PM,INR / 1 GBP,106.1012,
02-Jan-24,1:30:00 PM,INR / 1 EUR,91.9232,
02-Jan-24,1:30:00 PM,INR / 100 JPY,58.9,
01-Jan-24,1:30:00 PM,INR / 1 USD,83.1975,
01-Jan-24,1:30:00 PM,INR / 1 GBP,105.9476,
01-Jan-24,1:30:00 PM,INR / 1 EUR,91.8401,
01-Jan-24,1:30:00 PM,INR / 100 JPY,58.99,
29-Dec-23,1:30:00 PM,INR / 1 USD,83.1164,
29-Dec-23,1:30:00 PM,INR / 1 GBP,106.1053,
29-Dec-23,1:30:00 PM,INR / 1 EUR,92.0049,
