Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
India,IND,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-0.98234258,0.29049546,1.370937939,1.443557733,0.11001801,-1.253504002,-0.988988303,-0.663717649,-2.583377493,-1.951462091,-3.253483689,-3.429284686,-5.004889718,-2.645667117,-1.339508965,-1.067549072,-0.527880606,-1.439488203,-2.426975458,-1.049612039,1.22362111,-1.055241668,-2.362474815,-0.878262847,-0.822243209
